id,负责人,是否完成（无法完成备注）,function,question,prepareCode,runCode
526,波涛,,elasticNetCV,某物联网公司采集了设备功耗数据，包含功耗值、温度和使用时长。请基于温度和使用时长构建一个弹性网络回归模型，通过交叉验证选择最优正则化参数。输入数据表device_data有列power_consumption（FLOAT类型）、temperature（DOUBLE类型）、usage_time（DOUBLE类型），最终输出结果存储在变量result中，要求展示选择的alpha值及对应模型参数。,"power_consumption = [45.6, 32.1, 38.9, 41.2, 28.7, 35.4, 40.8, 30.5, 33.6, 37.2]
temperature = [28.4.normal(0.5, 10).round(1)
usage_time = [5.1, 3.8, 4.5.normal(0.3, 10).round(1)
device_data = table(power_consumption, temperature, usage_time)
","result = elasticNetCV(device_data, `power_consumption, `temperature`usage_time, alpha=[0.1, 0.5, 1.0], intercept=true, normalize=false)
"
527,波涛,,enableTableShareAndPersistence,"在物联网场景中，需要实时处理传感器数据流。传感器数据包含时间戳、设备ID和温度值，每秒产生数千条记录。要求将数据共享为流表并持久化，设定异步写入并压缩存储。内存中仅保留最近2小时的数据，每隔30分钟触发一次清理。如何配置流表以满足这些需求？输入表结构为[ts:timestamp, devId:string, temp:double]，共享流表名为sensorStream，输出变量为result。","
sensorData = streamTable(100:0, `ts`devId`temp, [TIMESTAMP, SYMBOL, DOUBLE])
","
enableTableShareAndPersistence(
table=sensorData,
tableName=`sensorStream,
asynWrite=true,
compress=true,
cachePurgeTimeColumn=`ts,
cachePurgeInterval=30m,
cacheRetentionTime=2h
);
result = getPersistenceMeta(`sensorStream)
"
528,波涛,,ewmCorr,"在物联网设备监控场景中，某温度传感器采集到一组带有缺失值的时序数据，存储为包含设备ID、时间戳和温度读数的表。现需要计算该传感器温度读数与对应时段环境湿度向量的指数衰减相关性，使用平滑系数为0.3，计算时忽略空值。输入表结构为(device_id,sample_time,temp)，变量名为sensors，湿度向量变量名为humidity，输出结果存储为result。","sensors = table(
[""D1"",""D1"",""D1"",""D1"",""D1""] as device_id,
[09:31:00.002, 09:31:15.000, 09:31:30.005, 09:31:45.000, 09:32:00.001] as sample_time,
[25.3, 26.1, float(), 27.8, 24.9] as temp
)
humidity = [45.2, 47.8, 49.1, 50.0, 48.5]
","result = ewmCorr(X=sensors, other=humidity, alpha=0.3, ignoreNA=true)
"
529,波涛,,exp2,"在物联网设备性能分析中，某批传感器采集到一组放大系数数据存储在矩阵sensorFactors中，矩阵结构为2行2列:第一行记录设备A在两个时段的放大指数为[1,3]，第二行记录设备B的指数为[2,4]。需要将这些指数转换为实际增益倍数（即每个数值作为2的幂次进行计算），最终结果需要存储在变量result中，输出格式保持矩阵结构。","sensorFactors = matrix([1,3],[2,4])
","result = exp2(sensorFactors)
"
530,波涛,,expm1,"在金融领域分析中，某指数基金的对数收益率数据存储在名为log_rates的向量中，格式为[0.02, 0.015, -0.008, 0.025]。需要计算出每个值对应的实际增长幅度扣除基准后的结果，结果存储在result变量中，要求输出格式为与输入相同长度的浮点数向量。","log_rates = [0.02, 0.015, -0.008, 0.025]",result = expm1(log_rates)
531,波涛,,gaussianNB,在金融风控场景中，需要根据客户的收入、负债和信用评分数据建立分类模型。给定包含100条样本的训练集creditData表，其中包含数值型字段income（单位千元）、debt（单位千元）、creditScore（范围300-850），目标变量defaultFlag取值为0（未违约）和1（违约）。请编写代码训练分类模型并将结果存入result变量。,"sampleCount = 100
income = rand(30.0..150.0, sampleCount).round(2)
debt = rand(0.0..50.0, sampleCount).round(2)
creditScore = rand(300..850, sampleCount)
defaultFlag = array(INT, sampleCount)
for(i in 0:sampleCount){
defaultFlag[i] = (debt[i]/income[i] > 0.5 || creditScore[i] < 600) ? 1 : 0
}
creditData = table(income, debt, creditScore, defaultFlag)
","features = select income, debt, creditScore from creditData
labels = creditData.defaultFlag
result = gaussianNB(labels, features, 1e-8)
"
532,波涛,,genericTStateIterate,在物联网监控系统中，设备按非均匀时间间隔上报温度及湿度数据。需对每个设备的每条记录计算动态指标:初始化阶段（首5分钟）指标等于温度；后续每个时间点的指标为过去5分钟窗口内所有指标值总和乘以当前湿度。输入表含列time（TIMESTAMP）、deviceID（SYMBOL）、temp（INT）、humidity（INT），输出结果存入变量result。,"time = [2023.01.01T09:00:00, 2023.01.01T09:03:00, 2023.01.01T09:06:00, 2023.01.01T09:10:00, 2023.01.01T09:12:00]
deviceID = take(`Device001, 5)
temp = [25, 26, 24, 27, 23]
humidity = [50, 55, 60, 58, 62]
t = table(time, deviceID, temp, humidity)
","def sumMultiply(prevValues, currentHumidity){
return sum(prevValues) * currentHumidity
}

output = table(100:0, `deviceID`time`factor, [SYMBOL, TIMESTAMP, INT])
engine = createReactiveStateEngine(name=""iot"", metrics=[<time>, <genericTStateIterate(time, humidity, temp, 5m, sumMultiply{,})>], dummyTable=t, outputTable=output, keyColumn=`deviceID, keepOrder=true)
engine.append!(t)
result = output
"
533,波涛,,genShortGenomeSeq,"在基因序列分析中，给定一个包含12个字符的DNA序列向量dna_array，元素为['A','G','T','C','N','N','G','A','T','C','G','N']，其中'N'表示缺失值。需对每个位置向后选取连续5个字符进行数值编码（不足则留空），生成整型结果序列。请编写实现代码并将结果存入变量result。","dna_array = ['A','G','T','C','N','N','G','A','T','C','G','N']","result = genShortGenomeSeq(dna_array, 5)"
534,波涛,,getConfig,"在监控系统资源时，需要获取当前节点的日志文件存储路径和最大内存分配限制。已知系统配置项对应参数名为""logFile""和""maxMemAllocation""，请编写代码提取这两个配置项的当前值并将结果合并为元组。输入数据来自系统配置，输出变量名为result，格式为元组。",,"logPath = getConfig(""logFile"")
maxMem = getConfig(""maxMemAllocation"")
result = (logPath, maxMem)
"
535,波涛,,getFunctionViews,用户最近在系统内创建了若干自定义函数视图用于股票信号分析，现需要查询当前账户权限范围内可见的所有函数视图清单，要求返回包含视图名称和对应函数定义的表结构。输入数据无需额外准备，输出结果需存储在变量result中，包含name和body两列。,,result = getFunctionViews()
536,波涛,,getOLAPCachedSymbolBaseMemSize,某金融公司需要监控其交易数据库中股票代码（符号类型）的字典编码内存占用情况以优化资源分配。请编写代码获取OLAP引擎中该类型当前缓存的总字节数，已知数据存储在分区表equity_data中，其中包含SYMBOL类型列symbol。要求将计算结果存入变量result。,"
login(""admin"", ""123456"")
if(existsDatabase(""dfs://finance"")){
dropDatabase(""dfs://finance"")
}
db = database(""dfs://finance"", VALUE, `IBM`TSLA`AAPL)
t = table(rand(`IBM`TSLA`AAPL, 100) as symbol, rand(100.0, 100) as price)
pt = db.createPartitionedTable(t, `equity_data, `symbol).append!(t)
","
result = getOLAPCachedSymbolBaseMemSize()
"
537,波涛,,getRaftElectionTick,在监控数据库集群配置时，需要提取控制节点所在Raft组当前的选举超时检测周期数值。已知组标识为整数1，输入数据格式为直接传入组号，输出结果为整型数值。请编写代码将结果存入变量result。,,result = getRaftElectionTick(1)
538,波涛,,getRecentSlaveReplicationInfo,在监控跨数据中心异步复制任务时，需要获取各从集群最近一次同步的详细状态信息，包含连接控制器地址、高可用集群节点列表、最新完成的任务编号及数据拉取时间。请编写DolphinDB脚本实现该需求，将结果存入变量result。输入无需参数，输出为包含四个字段的表结构。,,result = getRecentSlaveReplicationInfo()
539,波涛,,getStreamEngineList,"在物联网设备监控场景中，当前节点已部署由admin用户创建的时间序列引擎""equipAggr""用于聚合传感器数据，以及由user3用户创建的响应式状态引擎""alertMonitor""用于实时异常检测。请编写DolphinDB代码获取这些引擎的详细信息（包含类型、名称、创建者），将结果存入变量result。","
// 创建时间序列引擎
streamTS = streamTable(1000:0, `ts`equip`val, [TIMESTAMP, SYMBOL, DOUBLE])
enableTableShareAndPersistence(streamTS, `metricsStream)
outputTS = keyedTable(`ts`equip, 1000:0, `ts`equip`maVal, [TIMESTAMP, SYMBOL, DOUBLE])
createTimeSeriesEngine(name=""equipAggr"", windowSize=60000, step=60000, metrics=<[mavg(val, 3)]>, dummyTable=streamTS, outputTable=outputTS, timeColumn=`ts, keyColumn=`equip)

// 创建响应式状态引擎（假设user3已登录）
streamRS = streamTable(1000:0, `time`device`temp, [TIMESTAMP, SYMBOL, DOUBLE])
outputRS = keyedTable(`time`device, 1000:0, `time`device`alert, [TIMESTAMP, SYMBOL, BOOL])
def processAlerts(mutable t, msg){
msg[`alert] = msg.temp > 85
t.append!(msg)
}
createReactiveStateEngine(name=""alertMonitor"", metrics=<[temp, processAlerts]>, dummyTable=streamRS, outputTable=outputRS, keyColumn=`device)
","
result = getStreamEngineList()
"
540,波涛,,getTopicProcessedOffset,"在一个物联网设备监控场景中，系统订阅了一个实时设备状态表，订阅时启用了偏移量持久化。当写入10条设备温度数据后，需要查询当前订阅处理的最新位置编号。已知输入表结构为(ts TIMESTAMP, devId SYMBOL, temp DOUBLE)，共享表名为devices，订阅处理后的数据存储在devices_sub表中。请输出最新处理记录的序列标识。","share streamTable(1000:0, `ts`devId`temp, [TIMESTAMP, SYMBOL, DOUBLE]) as devices
devices_sub = streamTable(1000:0, `ts`devId`temp, [TIMESTAMP, SYMBOL, DOUBLE])
topic = subscribeTable(tableName=""devices"", actionName=""dev_sub"", offset=0, handler=append!{devices_sub}, msgAsTable=true, persistOffset=true)

def writeDeviceData(n){
tsv = 2023.06.15T09:30:00.000 + 1..n
devv = take(`D001`D002, n)
tempv = rand(20.0..40.0, n)
insert into devices values(tsv, devv, tempv)
}
writeDeviceData(10)
","result = getTopicProcessedOffset(topic)
"
541,波涛,,getUnresolvedTxn,在物联网平台的数据分片存储过程中，某次节点通信故障后需要检查当前系统中所有处于处理状态的事务信息。请编写代码获取包含事务ID（tid）、提交版本号（cid）、分块标识（chunkId）、发起节点（initiatingNode）、首次决议时间（firstResolutionAt）和最后决议时间（lastResolutionAt）的结果，并将结果存储在变量result中。输入数据为系统实时事务状态，输出格式为内存表。,,result = getUnresolvedTxn()
542,波涛,,go,"在物联网设备数据处理中，用户希望加载一个自定义插件用于解析二进制流，并在后续步骤调用插件中的解码函数。若直接加载后立即调用会出现未定义错误，应如何解决？输入数据:插件路径""/iot/plugins/decoder.dll""，调用插件注册的decode函数处理数据`0xABCD`。输出结果需存入变量result。","loadPlugin(""/iot/plugins/decoder.dll"")","loadPlugin(""/iot/plugins/decoder.dll"")
go
result = decode(0xABCD)"
543,波涛,,groupby,现有温度传感器数据包含设备编号、实时温度及时间戳，需要统计每小时各设备的最高温度。数据格式为 sensor_id（SYMBOL向量）、temp（浮点向量）、timestamp（时间向量），结果变量为result，要求为包含sensor_id、groupingKey（小时）、max_temp的分组表。,"sensor_id = `S1`S2`S1`S2`S1`S3$SYMBOL
temp = 36.5 37.1 36.8 37.5 37.2 35.9
timestamp = [2023.01.01T08:30:00, 2023.01.01T09:15:00, 2023.01.01T09:45:00, 2023.01.01T09:50:00, 2023.01.01T10:00:00, 2023.01.01T10:10:00]","result = groupby(max, temp, [sensor_id, hour(timestamp)])

# 等效写法:
# result = max:G(temp, [sensor_id, hour(timestamp)])"
544,波涛,,inverse,在金融风险模型中，需要解一个线性方程系统来优化资产配置。给定系数矩阵存储为变量matrix，其结构为两行两列的二维数组，第一行元素为2和5，第二行元素为1和3。请计算该矩阵对应的逆矩阵，并将计算结果存入变量result。,"matrix = [[2,5],[1,3]]
","result = inverse(matrix)
"
545,波涛,,irs,某机构需要为2024年5月15日交易的利率互换估值。该合约本金50万元，固定利率3.15%，浮动利率在基准利率上加10个基点。首次支付日为2024年1月1日，2027年1月1日到期，利率每3天重置一次，每季度支付一次。使用香港交易所日历，日计数采用实际/360基准，利率曲线包含[当日，1个月，3个月，半年，1年]节点的利率分别为1.8%、1.95%、2.1%、2.3%、2.5%。输入数据:settlement=2024.05.15，resetInterval=3d，start=2024.01.01，maturity=2027.01.01，notional=500000，fixedRate=0.0315，spread=0.001，curve=拟合曲线，frequency=3M，calendar=`HKEx，basis=2。输出结果保存到result。,"settlement = 2024.05.15
calendar = `HKEx
day0 = temporalAdd(settlement, 0, calendar)
curveRateTime = [1d, 1M, 3M, 6M, 1y]
curveRateValue = [0.018, 0.0195, 0.021, 0.023, 0.025]
dates = []
for dur in curveRateTime {
dates.append!(temporalAdd(settlement, dur))
}
X = (dates - day0)$INT
curve = linearInterpolateFit(X, curveRateValue)
","resetInterval = 3d
startDay = 2024.01.01
endDay = 2027.01.01
par = 500000
fixRate = 0.0315
spread = 0.001
freq = 3M
result = irs(settlement, resetInterval, startDay, endDay, par, fixRate, spread, curve, freq, calendar, basis=2)
"
546,波涛,,isMonotonic,在证券分析场景中，给定一个包含交易时间ts和收盘价price的股票行情表priceTable，其中ts为递增的TIMESTAMP类型，price为DOUBLE类型。请验证该股票在观测期内是否存在价格持续攀升现象，即每个新交易日的收盘价都严格大于前一交易日。输出结果需存储在布尔型变量result中。,"ts = [2023.01.01T09:30:00, 2023.01.02T09:30:00, 2023.01.03T09:30:00, 2023.01.04T09:30:00]
price = [25.8, 26.5, 27.1, 27.9]
priceTable = table(ts, price)
","result = priceTable.price.isMonotonic()
"
547,波涛,,isOrderedDict,在物联网设备管理中，使用字典存储传感器编号和最新采集数值。已知传感器编号'S001'对应数值98.6，'S002'对应102.4，这两个键值对以有序方式存储为deviceReadings字典。请编写代码验证该字典是否保留了键的插入顺序，输出结果为布尔值并存入result变量。输入数据格式:字典类型变量deviceReadings，输出格式:布尔值result。,"sensorID = `S001`S002
values = 98.6 102.4
deviceReadings = dict(sensorID, values, true)",result = isOrderedDict(deviceReadings)
548,波涛,,keyedStreamTable,"在物联网设备监控场景中，需要创建一个流表来存储设备状态数据。要求表结构包含设备编号（deviceID字符串类型）、采集时间戳（ts时间类型）、温度值（temp整型），其中设备编号和时间戳组合必须唯一。当插入重复设备编号和时间戳组合时，保留首次插入的数据。请创建符合要求的空表结构并插入以下测试数据:首次插入[DEV001, DEV002]设备在2023.09.01T09:00:00的35度和42度，第二次插入[DEV001, DEV003]设备在同一时刻的38度和40度。最终结果变量名为result。","deviceID = [""DEV001"", ""DEV002"", ""DEV001"", ""DEV003""]
ts = [2023.09.01T09:00:00, 2023.09.01T09:00:00, 2023.09.01T09:00:00, 2023.09.01T09:00:00]
temp = [35, 42, 38, 40]
","kt = keyedStreamTable([""deviceID"",""ts""], 0, [""deviceID"",""ts"",""temp""], [SYMBOL,TIMESTAMP,INT])
insert into kt (deviceID, ts, temp) values(deviceID, ts, temp)
result = kt
"
549,波涛,,lastNot,"在物联网系统中，某传感器的状态序列中存在错误值-1和缺失值（用NULL表示）。请找出该传感器最后一个有效状态值，即不为-1且不为空的数值。输入向量变量名为sensorData，格式为[NULL, -1, 5, 3, -1, NULL, 4]，输出结果赋值给变量result。","sensorData = [NULL, -1, 5, 3, -1, NULL, 4]","result = lastNot(sensorData, -1)"
550,波涛,,linearTimeTrend,某物联网平台需要实时分析各传感器采集的温度序列，在5小时窗口内拟合线性趋势，输出截距项和斜率项。假设当前有设备ID为'S001'和'S002'的传感器，每小时记录一次温度值（浮点型）。请准备包含时间戳(time)、设备ID(sid)、温度(temp)的表t，并计算结果分别赋值到result变量，输出格式为与输入表结构一致且包含alpha、beta两列。,"n = 10
t = table(2023.01.01T09:00:00 + 1..n * 3600 as time, take(['S001','S002'],n) as sid, rand(25.0..30.0,n) as temp)
","result = select time, sid, linearTimeTrend(temp,5) as `alpha`beta from t group by sid
"
551,亦柔,,loadTextEx,某物联网平台需要将传感器采集的CSV文件导入分布式数据库。数据包含设备ID（字符串）、采集时间（格式为'YYYY-MM-DD HH:mm:ss'）、温度值（可能存在空值）和状态码列。要求将时间转为NANOTIMESTAMP类型，空温度填充为0，并按设备ID分区存储。输入文件路径为'/data/sensor.csv'，输出变量名为result。,"
dbPath = ""dfs://sensor_db""
if(existsDatabase(dbPath)) dropDatabase(dbPath)
db = database(dbPath, VALUE, [""D001"",""D002"",""D005"",""D010""], engine=""TSDB"")

filePath = ""/data/sensor.csv""
schema = extractTextSchema(filePath)
update schema set type = ""NANOTIMESTAMP"" where name=""采集时间""
update schema set type = ""DOUBLE"" where name=""温度值""
","
def preprocess(t) {
t.replaceColumn!(`温度值, fillNull(t.温度值, 0))
return t
}

result = loadTextEx(
dbHandle=db,
tableName=`sensor_data,
partitionColumns=`设备ID,
filename=filePath,
schema=schema,
transform=preprocess,
sortColumns=`采集时间`设备ID
)
"
552,亦柔,,loop,在物联网环境中，三个设备采集到的电压读数分别存储在数组向量voltageReadings中，每个元素为浮点数组。要求对每个设备的电压数据计算其波动幅度（最大值减最小值），并将结果以元组形式保存到变量result。请写出实现代码。,"voltageReadings = array(DOUBLE[], 0, 10).append!([[12.3,12.8,12.5], [15.1,14.9,15.2,15.0], [13.4,13.7,13.2,13.5,13.6]])",result = (max - min):U(voltageReadings)
553,亦柔,,lowDouble,"在物联网设备的位置数据采集中，每个坐标点以经度（高精度浮点）和纬度（高精度浮点）的组合形式存储为复合类型变量points。现需要解析原始坐标数据的经度部分存入result变量，输出要求为DOUBLE类型的向量。已知points的结构为[复合值1, 复合值2]，其中复合值1包含经度100.5和纬度30.2，复合值2包含经度101.6和纬度31.3。","points = point([100.5, 101.6], [30.2, 31.3])
","result = lowDouble(points)
"
554,亦柔,,ma,"假设有一个长度为10的收盘价序列close，格式为数值型向量。请计算基于5日指数平滑平均线与20日加权平均线的差值，将结果存储在变量result中。输入向量close=[22.3,21.7,24.8,23.5,25.9,26.4,27.1,28.5,29.3,28.7]，输出结果格式应与向量计算一致。","close = [22.3, 21.7, 24.8, 23.5, 25.9, 26.4, 27.1, 28.5, 29.3, 28.7]","result = ma(close, 5, 1) - ma(close, 20, 2)"
555,亦柔,,matchPhraseInfix,"找出交易记录中备注列包含特定动词，该动词前有以""er""结尾的单词，后有以""ba""开头的单词的所有记录。输入表包含3列:整数类型tradeID，时间戳timestamp，字符串类型note。要求输出匹配行并赋值给result。","tableData = {
""tradeID"": [1001, 1002, 1003, 1004],
""timestamp"": [2023.09.01T09:30:00, 2023.09.01T10:15:00, 2023.09.01T11:00:00, 2023.09.01T12:30:00],
""note"": [
""UserA transfers funds to BankXYZ for processing."",
""CustomerB withdraws cash from ATM."",
""BrokerC executes buy order for BAC shares."",
""TraderD transfers bonds to Barclays account.""
]
}
t = table(tableData)
if(existsDatabase(""dfs://tradeDB"")) dropDatabase(""dfs://tradeDB"")
db = database(directory=""dfs://tradeDB"", partitionType=VALUE, partitionScheme=[1000,2000], engine=""PKEY"")
pt = createPartitionedTable(dbHandle=db, table=t, tableName=""pt"", 
partitionColumns=""tradeID"", primaryKey=`tradeID,
indexes={""note"":""textindex(parser=english, full=false, lowercase=true, stem=true)""})
pt.tableInsert(t)
","result = select * from pt where matchPhraseInfix(note, ""er"", ""transfers"", ""ba"")
"
556,亦柔,,maxPositiveStreak,"某物联网温度传感器每两小时记录一次环境温度变化值（单位:℃），数据存储在向量tempChange中。需要找出该传感器连续观测到温度上升期间（变化值为正时）各次变化的累计总和最大值。已知输入数据格式为[3,-1,2,4,-2,1,2]，变量名tempChange，计算结果存入result变量，输出为标量。","tempChange = [3, -1, 2, 4, -2, 1, 2]",result = maxPositiveStreak(tempChange)
557,亦柔,,mbetaTopN,在物联网设备监控场景中，需要根据传感器信号强度筛选有效数据。给定一个包含设备ID、时间戳、电压波动值和环境温度值的表格，其中电压波动值作为自变量，环境温度作为因变量。请计算每个设备在最近4个观测窗口中，按信号强度倒序取前2个有效数据，求解温度对电压波动的回归系数，结果保存为result变量。输入数据格式:device_id为整型，ts为时间戳类型，voltage为浮点型，temp为整型，signal为整型。,"device_id = [1001,1002,1001,1003,1002,1001]
ts = [2023.01.01T09:00:00,2023.01.01T09:05:00,2023.01.01T09:10:00,2023.01.01T09:15:00,2023.01.01T09:20:00,2023.01.01T09:25:00]
voltage = [12.5,13.1,11.8,12.9,13.4,12.2]
temp = [25,28,23,26,29,24]
signal = [85,92,78,95,88,82]
t = table(device_id, ts, voltage, temp, signal)
","result = mbetaTopN(t.voltage, t.temp, t.signal, 4, 2, false)
"
558,亦柔,,mcorrTopN,某物联网设备每小时采集一组温度、湿度和电压读数。请计算每个时间点前4小时内，按电压从高到低筛选出最高的2个数据点，并计算这些点中温度与湿度的滚动相关系数。输入数据格式为时间戳time，温度temp，湿度humidity，电压volt，存放在表t中。结果存储在变量result中。,"time = 2023.01.01T09:00:00 2023.01.01T10:00:00 2023.01.01T11:00:00 2023.01.01T12:00:00 2023.01.01T13:00:00
temp = [25.3, 26.1, 24.8, 27.5, 23.9]
humidity = [60, 58, 62, 55, 65]
volt = [12.4, 11.8, 12.6, 10.9, 13.0]
t = table(time as time, temp as temp, humidity as humidity, volt as volt)
","result = mcorrTopN(temp, humidity, volt, 4, 2, false)
"
559,亦柔,,microsecond,某个物联网系统记录了三个设备事件发生的精确时间戳，时间精度包含纳秒（变量名为timestamps，类型为NANOTIMESTAMP数组）。如何提取每个时间戳中微秒部分的整数值并将结果存入变量result？,"timestamps = [2023.10.08T12:34:56.123456789, 2023.10.08T12:34:56.789012345, 2023.10.08T12:34:56.000000999]
","result = microsecond(timestamps)
"
560,亦柔,,parseJsonTable,某物联网平台接收到多个设备上报的状态数据，格式为包含设备ID、状态码和时间戳的JSON字符串。其中时间戳字段需要转换为指定格式的日期时间类型，部分设备可能缺少状态码字段。请将以下数据解析为结构化的内存表:输入数据devices是三个JSON字符串组成的向量，包含deviceID(字符串)、status(字符串)、timestamp(日期时间类型按yyyyMMddHHmmss格式解析)，输出结果存储在变量result中。,"devices = [
'{""deviceID"":""D001"", ""status"":""active"", ""timestamp"":""20231015123045""}',
'{""deviceID"":""D002"", ""status"":""inactive"", ""timestamp"":""20231015123500""}',
'{""deviceID"":""D003"", ""timestamp"":""20231015124000""}'
]
schema = table([""deviceID"", ""status"", ""timestamp""] as name, [""STRING"", ""STRING"", ""DATETIME""] as type, [,, ""yyyyMMddHHmmss""] as format)
","result = parseJsonTable(devices, schema)
"
561,亦柔,,pj,在物联网设备管理中，设备日志表记录了每个子设备的实时温度，而设备类型表存储了不同设备系列前缀对应的监控区域。需要将子设备根据其编号前缀匹配到对应的区域。左表deviceLog包含列deviceID（STRING）和temperature（DOUBLE），右表deviceType包含列prefix（STRING）和area（STRING）。请生成结果表result，包含左表所有能匹配前缀的条目，并关联区域信息。,"deviceLog = table([""SENSOR_A001"",""SENSOR_A2"",""SENSOR_B101"",""ACTUATOR_C5"",""SENSOR_B009""] as deviceID, [38.5, 40.1, 22.8, 19.3, 25.6] as temperature)
deviceType = table([""SENSOR_A"",""SENSOR_B"",""ACTUATOR""] as prefix, [""Area1"",""Area2"",""Area3""] as area)
","result = pj(deviceLog, deviceType, `deviceID, `prefix)
"
562,亦柔,,quantile,某物联网设备每隔半小时采集一次温度数据，存储在表sensorData中（包含time和temperature两列，temperature为整数类型）。现需分析上午10点到12点之间的温度分布情况，请找出该时段数据的第三四分位点（保留原始小数精度），并将计算结果保存到变量result。,"time = 2023.06.01T10:00:00 + 0..4 * 30*60
temperature = [36, 42, 40, 39, 44]
sensorData = table(time, temperature)
","result = quantile(sensorData.temperature, 0.75, 'linear')
"
563,亦柔,,randomForestRegressor,"在工业物联网设备健康监测中，现有传感器采集了100组设备运行数据，包含温度（范围50-100）、振动幅度（0-5）、运行时长（1000-2000小时）三个特征列，以及通过专业检测得到的剩余使用寿命数值（单位:天）。要求基于这三个特征构建预测模型，输出模型字典到result变量。输入数据表名为sensor_data，包含列:temperature, vibration, operating_hours, remaining_life。","temperature = rand(50.0,100)+50.0
vibration = rand(5.0,100)
operating_hours = rand(1000.0,100)+1000.0
remaining_life = 300 - 0.8*temperature - 15*vibration + 0.05*operating_hours + norm(0,10,100)
sensor_data = table(temperature, vibration, operating_hours, remaining_life)
","result = randomForestRegressor(
sqlDS(<select * from sensor_data>),
yColName=`remaining_life,
xColNames=`temperature`vibration`operating_hours,
numTrees=15,
maxDepth=10,
numBins=50
)
"
564,亦柔,,randStudent,某金融研究需要模拟自由度为3的t分布资产收益率波动，要求生成5个随机数样本。已知测试参数已存储在变量df=3.0和count=5中，请生成对应分布的随机序列并存入result变量。,"df = 3.0
count = 5","result = randStudent(df, count)"
565,亦柔,,second,"在物联网设备监控场景中，采集到一组传感器触发时间记录（格式为""时:分:秒""字符串）,变量名为eventTimes，需要提取精确到秒的时间信息。给定输入数据格式为字符串向量[""13:08:45"",""07:22:19""]，输出格式要求为SECOND类型的向量，存储到result变量。","eventTimes = [""13:08:45"",""07:22:19""]",result = second(eventTimes)
566,亦柔,,setMemLimitOfTaskGroupResult,某证券公司的分布式数据库节点在盘后批量计算时，由于并行任务中间结果占用内存过高导致频繁触发告警。运维团队需紧急将子查询结果内存限制调整为6GB并获取生效值进行记录。输入参数为整型数值，输出结果需存入变量result验证调整情况，请实现该操作。,,"setMemLimitOfTaskGroupResult(6)
result = getMemLimitOfTaskGroupResult()"
567,亦柔,,solve,在商品成本分析中，某厂商在两个生产批次中使用两种原料的不同配比。第一批次投入原料X 3吨、原料Y 5吨，总成本为30万元；第二批次投入原料X 4吨、原料Y 6吨，总成本为38万元。矩阵变量m的行代表生产批次，列对应原料消耗量，向量v保存各批次总成本。求解两种原料的每吨成本，将计算结果存入变量result。,"m = matrix([3,4],[5,6]).transpose()
v = [30,38]",result = m.solve(v)
568,亦柔,,spearmanr,"某公司记录了最近8周的广告预算和对应销售额数据，其中第三周预算缺失，第二周销售额缺失。请分析两者的单调关联强度并将结果存入result。输入数据adBudget是数值型向量[1200,1500,NULL,1800,950,1300,1600,1100]，sales是数值型向量[45,NULL,62,78,33,51,69,42]。输出结果为标量数值。","adBudget = [1200,1500,NULL,1800,950,1300,1600,1100]
sales = [45,NULL,62,78,33,51,69,42]","result = spearmanr(adBudget, sales)"
569,亦柔,,strlenu,"在物联网设备监控场景中，设备日志信息存储为字符串向量msgs，包含以下内容:[""设备状态:正常√"", ""Alert:高温警告!"", ""数据量:128GB""]。需要统计每条日志信息的Unicode字符数量，并将结果存储为整型向量result。输入数据为STRING类型向量msgs，输出为INT类型向量result。","msgs = [""设备状态:正常√"", ""Alert:高温警告!"", ""数据量:128GB""]",result = strlenu(msgs)
570,亦柔,,talibNull,"在计算某金融指标时，需要处理三个传感器采集的时间序列数据流。要求对三个长度相等的序列进行预处理:找到第一个所有通道均有有效数值的时间点，将该时间点前的所有观测值设为无效状态，并保留后续原始数据。给定传感器采集序列sensor1=[NULL,15.6,NULL,18.2,22.1]、sensor2=[NULL,NULL,105,112,118]、sensor3=[9.8,NULL,12.1,15.9,17.4]，写出处理代码。","sensor1 = [NULL,15.6,NULL,18.2,22.1]
sensor2 = [NULL,NULL,105,112,118]
sensor3 = [9.8,NULL,12.1,15.9,17.4]","result = talibNull(sensor1, sensor2, sensor3)"
571,亦柔,,tmskewTopN,在物联网电压监测中，设备每30分钟记录一次电压波动值（X）和信号强度（S），当S为空时视为无效数据。请为每个时间点计算过去3小时内信号强度降序排列的前2个有效电压值的斜度（有偏估计）。给定时间戳T为时间类型数组，X和S为长度7的数值数组，结果存入变量result。,"T = 2023.01.03T09:00:00 + 0 30 60 90 120 150 180
X = [1.2, 3.4, 2.5, 4.4, 5.0, 3.8, 2.1]
S = [80, 75, NULL, 90, 85, 95, 70]
","result = tmskewTopN(T, X, S, 180, 2, true, false)
"
572,亦柔,,tmstdp,"在物联网温度监测场景中，设备的采样时间存在重复且间隔不均匀（t列为[5,10,10,20,25]秒，x为对应的温度值[36.5,37.1,NULL,38.0,36.8]）。请计算每个时间点前15秒窗口内的温度总体标准差，将结果存入变量result。","t = [5,10,10,20,25]
x = [36.5, 37.1, NULL, 38.0, 36.8]
m = table(t as t, x as x)
","result = select *, tmstdp(t, x, 15) from m
"
